seq,orderid,orderdate,shipdate,customerid,customername,customertype,국가,도시,주,우편번호,regiontype,productid,bigcategory,subcategory,productname,price,quantity,discount
2913,CA-2014-1139292,16/06/2014 0:00,21/06/2014 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,50.8,4,0
2914,CA-2014-1139293,16/06/2014 0:00,21/06/2014 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.53,3,0.2
5687,CA-2014-1315411,28/07/2014 0:00,28/07/2014 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",39.4,5,0.2
5689,CA-2014-1315413,28/07/2014 0:00,28/07/2014 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10000781,Office Supplies,Envelopes,#10- 4 1/8 x 9 1/2 Recycled Envelopes,36.4,7,0.2
2199,CA-2015-1353631,28/03/2015 0:00,02/04/2015 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,9.67,3,0.2
2200,CA-2015-1353632,28/03/2015 0:00,02/04/2015 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,37.67,1,0.2
5523,CA-2016-1109821,05/06/2016 0:00,07/06/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,22.53,6,0.2
5524,CA-2016-1109822,05/06/2016 0:00,07/06/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,46.33,4,0
602,US-2016-1007203,16/07/2016 0:00,21/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,23.47,2,0.2
7072,CA-2016-1122561,23/07/2016 0:00,28/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001216,Office Supplies,Art,Newell 339,9.8,2,0.2
7073,CA-2016-1122562,23/07/2016 0:00,28/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,8.67,1,0.2
7074,CA-2016-1122563,23/07/2016 0:00,28/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,56.8,5,0.2
7075,CA-2016-1122564,23/07/2016 0:00,28/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,22.53,4,0.8
7076,CA-2016-1122565,23/07/2016 0:00,28/07/2016 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,34.47,2,0.2
3762,CA-2017-1045771,12/05/2017 0:00,17/05/2017 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",73.67,5,0
7653,CA-2017-1108212,07/08/2017 0:00,08/08/2017 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,24.53,2,0.2
6898,CA-2017-1220281,18/08/2017 0:00,25/08/2017 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,27.53,3,0.7
6363,CA-2017-1104431,21/11/2017 0:00,25/11/2017 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,27.53,5,0.2
6365,CA-2017-1104433,21/11/2017 0:00,25/11/2017 0:00,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,8.67,8,0
5619,CA-2015-1011541,18/09/2015 0:00,21/09/2015 0:00,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72H x 36W x 18 1/2D",58.53,4,0
3405,CA-2015-1525271,17/10/2015 0:00,17/10/2015 0:00,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",47.53,2,0
1564,CA-2015-1585541,09/11/2015 0:00,09/11/2015 0:00,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",58.67,3,0.2
8579,CA-2017-1461642,22/12/2017 0:00,26/12/2017 0:00,CM-12190,Charlotte Melton,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",43.53,2,0
8146,US-2014-1129491,20/06/2014 0:00,27/06/2014 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,35.33,6,0
8147,US-2014-1129492,20/06/2014 0:00,27/06/2014 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,13.8,2,0
1490,CA-2014-1362801,29/11/2014 0:00,06/12/2014 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,8.6,2,0.2
2968,CA-2014-1628662,27/12/2014 0:00,31/12/2014 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,12.53,4,0.2
4644,CA-2015-1475011,02/08/2015 0:00,06/08/2015 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,43.53,2,0.2
1901,CA-2016-1405431,29/06/2016 0:00,03/07/2016 0:00,Co-12640,Corey-Lock,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,42.53,6,0
8389,CA-2014-1394231,01/11/2014 0:00,05/11/2014 0:00,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,48.33,2,0
1052,US-2015-1535002,03/07/2015 0:00,05/07/2015 0:00,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",53.67,2,0.2
7736,US-2016-1063131,22/08/2016 0:00,26/08/2016 0:00,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,8.67,3,0
2662,CA-2017-1233722,28/11/2017 0:00,02/12/2017 0:00,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",54.4,2,0
1891,CA-2014-1576231,14/03/2014 0:00,18/03/2014 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,9.67,2,0
1892,CA-2014-1576232,14/03/2014 0:00,18/03/2014 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,44.8,1,0
549,CA-2015-1131731,15/11/2015 0:00,17/11/2015 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,30.53,9,0.2
550,CA-2015-1131732,15/11/2015 0:00,17/11/2015 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,52.53,3,0.8
551,CA-2015-1131733,15/11/2015 0:00,17/11/2015 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,13.47,5,0.2
5957,CA-2016-1271381,12/03/2016 0:00,15/03/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",62.53,5,0
5958,CA-2016-1271382,12/03/2016 0:00,15/03/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,26.33,5,0
5959,CA-2016-1271383,12/03/2016 0:00,15/03/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,22.4,4,0
8049,CA-2016-1685431,03/07/2016 0:00,07/07/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,30.33,7,0
2143,CA-2016-1554811,01/09/2016 0:00,05/09/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2 x 3 3/16",62.67,6,0.2
2145,CA-2016-1554813,01/09/2016 0:00,05/09/2016 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,6.4,7,0.2
555,CA-2017-1006501,29/06/2017 0:00,03/07/2017 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,44.53,2,0
2269,CA-2017-1054801,20/12/2017 0:00,26/12/2017 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,8.67,1,0
2270,CA-2017-1054802,20/12/2017 0:00,26/12/2017 0:00,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,58.53,1,0.2
9331,US-2015-1532831,12/11/2015 0:00,18/11/2015 0:00,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,14.4,2,0
9556,CA-2015-1116122,28/11/2015 0:00,02/12/2015 0:00,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,6.4,2,0.2
5240,CA-2016-1165611,11/09/2016 0:00,17/09/2016 0:00,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72H x 36W x 18 1/2D",58.53,3,0
5241,CA-2016-1165612,11/09/2016 0:00,17/09/2016 0:00,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,31.53,2,0.2
9035,CA-2015-1488731,01/10/2015 0:00,05/10/2015 0:00,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,34.53,4,0.8
4718,CA-2015-1290421,12/12/2015 0:00,17/12/2015 0:00,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,38.8,3,0
6912,CA-2017-1689421,01/08/2017 0:00,05/08/2017 0:00,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",31.53,3,0
6538,CA-2014-1696842,20/10/2014 0:00,23/10/2014 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000934,Office Supplies,Storage,Contico 72H Heavy-Duty Storage System,36.53,3,0.2
1644,CA-2015-1118291,19/03/2015 0:00,20/03/2015 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,39.53,3,0
1646,CA-2015-1118293,19/03/2015 0:00,20/03/2015 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,33.67,2,0
9205,CA-2016-1046891,01/12/2016 0:00,05/12/2016 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",40.8,8,0
199,US-2017-1243031,06/07/2017 0:00,13/07/2017 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2 x 11, Light Blue",59.53,2,0.7
200,US-2017-1243032,06/07/2017 0:00,13/07/2017 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",62.67,3,0.2
8591,CA-2017-1266761,29/09/2017 0:00,01/10/2017 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,56.4,3,0
6075,CA-2017-1213981,25/12/2017 0:00,29/12/2017 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,40.53,3,0.2
6076,CA-2017-1213982,25/12/2017 0:00,29/12/2017 0:00,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",62.53,2,0
2980,CA-2015-1398501,12/06/2015 0:00,17/06/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,9.67,4,0.2
6177,CA-2015-1584212,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,37.53,7,0
6178,CA-2015-1584213,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2 x 12 1/2, 100/Box",51.4,2,0
6179,CA-2015-1584214,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,8.67,4,0
6180,CA-2015-1584215,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,42.53,2,0
6183,CA-2015-1584218,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",48.53,2,0
6184,CA-2015-1584219,21/09/2015 0:00,26/09/2015 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72H x 36W x 18 1/2D",58.53,8,0
7235,CA-2016-1373372,08/03/2016 0:00,12/03/2016 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,9.67,2,0
7236,CA-2016-1373373,08/03/2016 0:00,12/03/2016 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,31.53,2,0.2
4784,US-2017-1479841,28/01/2017 0:00,01/02/2017 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,9.67,5,0
4342,CA-2017-1303091,17/12/2017 0:00,21/12/2017 0:00,GB-14575,Giulietta Baptist,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,33.53,3,0
8596,CA-2014-1119341,05/05/2014 0:00,07/05/2014 0:00,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,22.53,2,0
8597,CA-2014-1119342,05/05/2014 0:00,07/05/2014 0:00,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,16.67,1,0
613,CA-2016-1212231,11/09/2016 0:00,13/09/2016 0:00,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,9.67,2,0.2
6807,CA-2017-1628801,25/12/2017 0:00,29/12/2017 0:00,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,37.53,1,0.2
9590,CA-2014-1191721,11/05/2014 0:00,15/05/2014 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003036,Office Supplies,Paper,Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book,51.67,3,0.2
9591,CA-2014-1191722,11/05/2014 0:00,15/05/2014 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,22.53,9,0.8
8537,CA-2015-1573431,07/06/2015 0:00,11/06/2015 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,19.53,4,0.7
8538,CA-2015-1573432,07/06/2015 0:00,11/06/2015 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,8.67,5,0.2
8539,CA-2015-1573433,07/06/2015 0:00,11/06/2015 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,43.8,3,0.2
8745,CA-2015-1623761,22/11/2015 0:00,25/11/2015 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,9.8,4,0
8746,CA-2015-1623762,22/11/2015 0:00,25/11/2015 0:00,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,9.67,3,0
8022,CA-2014-1291891,21/07/2014 0:00,25/07/2014 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,44.33,3,0.8
8023,CA-2014-1291892,21/07/2014 0:00,25/07/2014 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10 x 13 , 100/Box",76.4,5,0.2
8025,CA-2014-1291894,21/07/2014 0:00,25/07/2014 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,43.53,1,0.8
4561,CA-2015-1188711,04/12/2015 0:00,09/12/2015 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,49.4,3,0
5090,CA-2017-1327381,04/08/2017 0:00,07/08/2017 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),51.67,2,0.2
5091,CA-2017-1327382,04/08/2017 0:00,07/08/2017 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9",55.4,1,0.2
5243,CA-2017-1463671,04/08/2017 0:00,08/08/2017 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,25.53,3,0.8
1361,CA-2017-1251991,19/10/2017 0:00,25/10/2017 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,45.8,7,0.2
1362,CA-2017-1251992,19/10/2017 0:00,25/10/2017 0:00,HM-14860,Harry Marie,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004041,Office Supplies,Paper,"Its Hot Message Books with Stickers, 2 3/4 x 5",45.67,4,0.2
341,CA-2014-1223361,13/04/2014 0:00,17/04/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,9.8,4,0.2
342,CA-2014-1223362,13/04/2014 0:00,17/04/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,42.53,10,0.7
343,CA-2014-1223363,13/04/2014 0:00,17/04/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,6.4,13,0.2
8131,CA-2014-1278662,20/07/2014 0:00,23/07/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,9.67,2,0
8132,CA-2014-1278663,20/07/2014 0:00,23/07/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,9.8,4,0
8133,CA-2014-1278664,20/07/2014 0:00,23/07/2014 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",29.53,3,0
7794,CA-2015-1274811,12/12/2015 0:00,15/12/2015 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,9.67,5,0
7795,CA-2015-1274812,12/12/2015 0:00,15/12/2015 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,9.67,2,0
9358,CA-2016-1680461,25/01/2016 0:00,28/01/2016 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",56.53,5,0.2
9361,CA-2016-1680464,25/01/2016 0:00,28/01/2016 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",34.53,7,0
6963,CA-2016-1571611,16/07/2016 0:00,20/07/2016 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,24.4,5,0
6964,CA-2016-1571612,16/07/2016 0:00,20/07/2016 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003338,Office Supplies,Art,Eberhard Faber 3 1/2 Golf Pencils,32.8,3,0
6965,CA-2016-1571613,16/07/2016 0:00,20/07/2016 0:00,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,50.53,5,0
